AGE,GENDER,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_YEAR,ANNUAL_MILEAGE,VEHICLE_TYPE
26-39,female,0-9y,university,middle class,6.674.176.964.471.900,before 2015,12000.0,sports car
40-64,female,20-29y,high school,middle class,,before 2015,11000.0,sedan
65+,female,0-9y,university,upper class,7.783.627.618.389.630,before 2015,9000.0,sports car
26-39,female,10-19y,university,upper class,,before 2015,10000.0,sedan
65+,female,30y+,university,upper class,6.824.651.070.901.280,before 2015,8000.0,sedan
16-25,female,0-9y,university,middle class,,after 2015,17000.0,sedan
40-64,female,0-9y,university,upper class,6.369.446.221.406.400,before 2015,12000.0,sedan
16-25,female,0-9y,none,poverty,40.843.678.739.205.200,before 2015,,sedan
26-39,male,0-9y,university,upper class,7.196.443.625.175.250,after 2015,,sedan
26-39,male,10-19y,high school,upper class,6.479.770.463.649.290,after 2015,11000.0,sedan
40-64,male,0-9y,university,upper class,626.638.095.087.831,after 2015,,sedan
40-64,male,20-29y,none,middle class,4.654.115.935.738.450,before 2015,14000.0,sedan
16-25,male,0-9y,high school,working class,5.116.263.619.778.620,before 2015,15000.0,sedan
40-64,female,0-9y,high school,upper class,5.501.689.732.279.990,before 2015,14000.0,sedan
16-25,male,0-9y,high school,poverty,28.005.895.254.786.300,before 2015,11000.0,sedan
26-39,female,10-19y,university,upper class,5.986.306.988.410.680,before 2015,15000.0,sedan
40-64,female,20-29y,university,upper class,7.059.931.135.802.950,before 2015,10000.0,sedan
16-25,female,0-9y,none,poverty,,after 2015,12000.0,sedan
16-25,male,0-9y,none,working class,,before 2015,8000.0,sedan
26-39,male,10-19y,none,working class,4.458.537.521.945.640,before 2015,16000.0,sedan
40-64,female,10-19y,university,middle class,3.394.054.659.051.090,before 2015,11000.0,sedan
26-39,female,10-19y,university,working class,6.090.015.642.772.610,before 2015,14000.0,sedan
40-64,female,10-19y,university,upper class,6.413.439.757.795.400,before 2015,10000.0,sedan
40-64,female,20-29y,university,upper class,5.427.538.918.056.770,after 2015,,sedan
26-39,female,10-19y,none,poverty,3.930.211.676.538.270,before 2015,12000.0,sedan
26-39,male,10-19y,high school,middle class,6.675.090.203.223.770,before 2015,14000.0,sedan
40-64,female,20-29y,none,working class,,after 2015,11000.0,sedan
16-25,female,0-9y,university,working class,4.451.567.199.459.930,before 2015,10000.0,sedan
40-64,male,20-29y,university,upper class,5.911.474.645.962.590,before 2015,10000.0,sedan
40-64,female,10-19y,university,upper class,6.511.049.385.549.010,before 2015,10000.0,sports car
65+,male,30y+,university,upper class,5.571.016.855.346.200,after 2015,10000.0,sedan
40-64,female,20-29y,high school,upper class,,before 2015,11000.0,sedan
26-39,male,10-19y,university,upper class,4.136.760.985.676.910,before 2015,14000.0,sedan
40-64,male,20-29y,high school,working class,3.837.539.233.886.430,before 2015,16000.0,sedan
65+,female,30y+,none,middle class,5.075.860.135.282.540,before 2015,13000.0,sedan
26-39,male,0-9y,high school,working class,5.028.713.305.704.360,after 2015,16000.0,sedan
26-39,female,0-9y,high school,middle class,5.208.708.404.176.330,before 2015,,sedan
26-39,male,10-19y,none,poverty,3.468.940.710.806.060,before 2015,12000.0,sedan
65+,male,30y+,university,upper class,7.550.240.929.770.970,after 2015,8000.0,sedan
16-25,male,0-9y,high school,working class,3.780.741.998.209.800,before 2015,12000.0,sports car
26-39,female,10-19y,high school,poverty,6.173.329.268.979.800,before 2015,13000.0,sedan
16-25,male,0-9y,university,poverty,21.544.369.206.360.300,before 2015,13000.0,sedan
65+,male,0-9y,university,upper class,5.624.090.225.859.200,before 2015,11000.0,sports car
65+,female,20-29y,university,upper class,6.858.763.279.385.580,before 2015,14000.0,sedan
16-25,male,0-9y,none,poverty,23.235.342.034.691.900,before 2015,12000.0,sedan
40-64,male,20-29y,high school,middle class,4.548.693.853.003.640,before 2015,9000.0,sedan
40-64,male,20-29y,university,upper class,4.641.380.241.105.980,before 2015,12000.0,sedan
65+,male,30y+,high school,upper class,5.424.386.982.525.640,after 2015,13000.0,sedan
16-25,female,0-9y,none,poverty,2.991.159.121.054.970,before 2015,13000.0,sports car
40-64,female,20-29y,university,upper class,,before 2015,9000.0,sedan
16-25,female,0-9y,high school,middle class,4.638.017.334.660.940,after 2015,14000.0,sedan
16-25,male,0-9y,university,middle class,33.391.642.279.079.400,before 2015,8000.0,sedan
16-25,female,0-9y,high school,poverty,41.239.340.151.695.900,before 2015,14000.0,sedan
26-39,female,10-19y,high school,middle class,6.165.924.777.058.670,before 2015,10000.0,sedan
65+,male,30y+,university,upper class,6.381.252.493.051.180,before 2015,9000.0,sedan
40-64,male,0-9y,university,upper class,6.604.404.425.892.080,before 2015,10000.0,sedan
40-64,male,20-29y,university,upper class,5.747.705.498.222.260,after 2015,17000.0,sedan
26-39,female,10-19y,university,upper class,7.049.701.981.932.890,before 2015,7000.0,sedan
16-25,male,0-9y,none,poverty,28.543.852.240.655.000,before 2015,13000.0,sedan
40-64,female,20-29y,high school,middle class,5.010.614.346.395.700,after 2015,11000.0,sedan
26-39,male,0-9y,high school,working class,4.074.955.902.909.250,before 2015,13000.0,sedan
65+,male,30y+,none,poverty,4.987.236.862.655.290,after 2015,13000.0,sedan
16-25,female,0-9y,high school,working class,4.315.947.194.318.460,before 2015,10000.0,sedan
65+,male,0-9y,high school,upper class,5.866.453.439.244.920,after 2015,7000.0,sedan
16-25,male,0-9y,high school,poverty,244.800.637.971.111,before 2015,14000.0,sedan
26-39,female,10-19y,none,poverty,2.964.053.024.332.110,before 2015,15000.0,sedan
26-39,female,0-9y,high school,upper class,7.991.142.457.004.190,after 2015,5000.0,sedan
65+,female,30y+,university,upper class,6.260.097.035.993.790,after 2015,,sedan
26-39,female,10-19y,high school,working class,5.045.157.468.657.860,before 2015,9000.0,sedan
40-64,male,0-9y,none,poverty,2.787.200.789.506.110,before 2015,15000.0,sedan
16-25,male,0-9y,high school,poverty,3.651.767.737.128.870,before 2015,7000.0,sedan
26-39,male,0-9y,high school,middle class,,before 2015,14000.0,sedan
40-64,male,0-9y,university,upper class,6.854.850.623.381.200,before 2015,11000.0,sedan
26-39,male,0-9y,none,poverty,41.215.124.533.451,before 2015,8000.0,sedan
16-25,male,0-9y,high school,poverty,29.914.770.997.630.400,before 2015,13000.0,sedan
26-39,male,10-19y,university,middle class,6.076.688.719.748.490,before 2015,16000.0,sedan
65+,male,30y+,high school,upper class,7.387.876.516.708.350,after 2015,13000.0,sedan
26-39,female,10-19y,high school,working class,42.639.808.661.330.500,before 2015,14000.0,sedan
16-25,female,0-9y,high school,working class,503.454.287.259.761,after 2015,15000.0,sedan
26-39,female,10-19y,high school,working class,4.891.458.193.447.770,before 2015,10000.0,sedan
40-64,male,20-29y,university,upper class,7.154.070.373.943.800,before 2015,13000.0,sedan
26-39,female,10-19y,none,poverty,4.777.488.822.974.930,before 2015,16000.0,sedan
26-39,male,0-9y,university,middle class,6.177.591.192.465.310,before 2015,,sedan
40-64,female,20-29y,high school,upper class,5.500.124.561.034.110,after 2015,,sedan
40-64,female,20-29y,none,poverty,,before 2015,7000.0,sedan
65+,male,30y+,high school,upper class,6.587.101.106.094.440,before 2015,10000.0,sedan
40-64,female,20-29y,university,middle class,7.005.592.185.702.890,after 2015,12000.0,sedan
65+,female,20-29y,high school,upper class,6.343.871.687.986.360,before 2015,7000.0,sedan
40-64,male,10-19y,high school,working class,19.581.651.165.044.100,before 2015,11000.0,sedan
65+,male,30y+,university,upper class,7.936.940.171.873.030,before 2015,10000.0,sedan
65+,male,10-19y,university,upper class,,before 2015,11000.0,sedan
26-39,male,10-19y,university,middle class,4.510.035.325.239.140,before 2015,,sedan
65+,female,30y+,high school,middle class,6.762.708.328.376.780,before 2015,8000.0,sedan
26-39,male,10-19y,high school,working class,6.361.092.160.766.110,before 2015,15000.0,sedan
16-25,female,0-9y,none,poverty,,after 2015,11000.0,sedan
65+,female,30y+,university,upper class,7.060.512.035.565.440,before 2015,13000.0,sedan
26-39,male,10-19y,university,upper class,6.429.664.823.693.630,before 2015,14000.0,sedan
26-39,male,10-19y,none,poverty,36.173.586.197.903.400,after 2015,10000.0,sedan
40-64,male,20-29y,none,working class,,before 2015,10000.0,sports car
16-25,female,0-9y,high school,working class,356.589.005.878.555,before 2015,14000.0,sedan
26-39,female,10-19y,university,middle class,4.346.641.920.198.870,before 2015,,sports car
65+,female,30y+,high school,upper class,5.556.598.158.902.320,before 2015,7000.0,sedan
26-39,male,10-19y,high school,middle class,5.475.625.496.114.900,before 2015,12000.0,sedan
16-25,male,0-9y,high school,working class,,before 2015,,sedan
26-39,female,10-19y,none,poverty,2.989.742.861.548.090,before 2015,12000.0,sedan
26-39,male,10-19y,university,working class,,before 2015,9000.0,sedan
16-25,female,0-9y,high school,poverty,4.364.738.411.452.330,before 2015,12000.0,sedan
65+,female,30y+,university,upper class,7.103.579.999.924.670,before 2015,13000.0,sedan
40-64,male,20-29y,high school,middle class,5.679.092.438.827.680,before 2015,18000.0,sedan
16-25,male,0-9y,university,working class,3.309.433.924.050.560,before 2015,15000.0,sedan
26-39,male,10-19y,none,poverty,2.513.881.755.026.150,before 2015,,sedan
65+,female,0-9y,university,upper class,5.945.664.258.743.220,after 2015,13000.0,sports car
16-25,female,0-9y,high school,working class,3.985.080.736.592.940,before 2015,11000.0,sedan
26-39,male,10-19y,high school,working class,3.669.961.573.638.320,before 2015,,sedan
40-64,female,20-29y,none,middle class,4.101.260.599.444.140,before 2015,11000.0,sedan
26-39,female,10-19y,high school,working class,4.301.818.574.429.710,before 2015,13000.0,sedan
40-64,male,20-29y,high school,middle class,5.202.800.892.709.960,before 2015,10000.0,sedan
40-64,male,20-29y,none,middle class,4.035.809.619.252.690,before 2015,8000.0,sedan
40-64,female,10-19y,university,upper class,72.851.460.888.228,before 2015,,sedan
40-64,male,20-29y,university,upper class,6.811.059.027.128.880,before 2015,10000.0,sedan
26-39,female,0-9y,high school,upper class,5.895.362.266.658.400,before 2015,10000.0,sedan
65+,female,10-19y,high school,upper class,6.571.063.914.586.040,before 2015,,sedan
65+,male,30y+,high school,upper class,7.309.096.978.663.600,before 2015,9000.0,sedan
65+,female,10-19y,high school,upper class,692.112.519.652.541,before 2015,13000.0,sedan
16-25,female,0-9y,high school,poverty,,before 2015,19000.0,sedan
26-39,male,0-9y,high school,upper class,6.139.049.982.758.500,before 2015,10000.0,sedan
40-64,male,10-19y,high school,upper class,6.206.126.651.253.840,before 2015,10000.0,sedan
26-39,female,10-19y,high school,working class,6.097.648.959.268.600,before 2015,8000.0,sedan
40-64,female,0-9y,high school,middle class,5.632.703.768.670.820,before 2015,13000.0,sedan
16-25,female,0-9y,none,poverty,4.633.027.803.572.460,before 2015,17000.0,sedan
16-25,female,0-9y,none,poverty,3.455.421.925.452.000,before 2015,19000.0,sedan
40-64,female,20-29y,none,upper class,7.898.273.758.743.390,after 2015,10000.0,sedan
40-64,male,20-29y,high school,middle class,7.159.739.637.303.550,after 2015,7000.0,sedan
40-64,female,0-9y,high school,upper class,6.706.734.981.138.610,after 2015,10000.0,sports car
40-64,female,0-9y,university,upper class,,before 2015,13000.0,sedan
65+,male,20-29y,university,upper class,6.465.222.787.703.620,before 2015,12000.0,sedan
16-25,female,0-9y,high school,poverty,4.681.771.221.744.540,before 2015,12000.0,sedan
26-39,female,10-19y,high school,working class,38.245.789.615.142.200,before 2015,14000.0,sedan
40-64,male,20-29y,university,upper class,6.868.561.188.620.520,after 2015,12000.0,sedan
40-64,female,0-9y,university,upper class,,after 2015,10000.0,sedan
40-64,female,0-9y,high school,upper class,5.395.927.800.248.900,after 2015,13000.0,sedan
26-39,male,10-19y,university,upper class,4.726.774.065.248.290,after 2015,,sedan
40-64,female,20-29y,university,upper class,5.870.487.075.202.620,before 2015,9000.0,sedan
65+,female,30y+,university,upper class,6.711.872.482.781.930,before 2015,,sedan
16-25,female,0-9y,high school,middle class,5.544.708.380.887.140,before 2015,6000.0,sedan
26-39,female,10-19y,high school,middle class,,before 2015,13000.0,sedan
26-39,female,10-19y,university,upper class,4.775.235.133.805.450,before 2015,12000.0,sedan
40-64,female,20-29y,high school,upper class,6.611.710.576.890.070,before 2015,14000.0,sedan
40-64,male,10-19y,high school,working class,3.299.958.800.281.380,before 2015,,sedan
26-39,male,0-9y,university,upper class,4.562.250.485.636.360,after 2015,13000.0,sedan
65+,male,30y+,high school,upper class,4.780.573.085.955.250,after 2015,15000.0,sedan
26-39,male,10-19y,university,working class,3.908.473.952.780.650,before 2015,15000.0,sedan
40-64,male,20-29y,none,working class,24.641.958.485.843.200,after 2015,11000.0,sedan
16-25,male,0-9y,high school,poverty,20.629.172.810.372.800,before 2015,14000.0,sedan
65+,male,30y+,university,upper class,6.171.165.743.762.960,after 2015,8000.0,sedan
65+,female,0-9y,university,upper class,,before 2015,11000.0,sedan
65+,female,0-9y,high school,middle class,5.877.373.478.759.350,after 2015,9000.0,sedan
40-64,female,20-29y,high school,middle class,,before 2015,10000.0,sedan
26-39,male,10-19y,none,poverty,,before 2015,16000.0,sedan
65+,male,30y+,high school,upper class,5.775.947.793.694.490,after 2015,12000.0,sedan
65+,female,30y+,university,upper class,6.469.720.725.930.870,before 2015,11000.0,sedan
16-25,female,0-9y,high school,working class,,before 2015,,sedan
26-39,female,0-9y,high school,upper class,5.512.923.604.855.490,before 2015,10000.0,sedan
16-25,female,0-9y,high school,middle class,5.390.647.928.946.240,before 2015,15000.0,sedan
40-64,female,20-29y,high school,upper class,7.015.504.211.745.740,after 2015,10000.0,sedan
40-64,female,10-19y,university,upper class,5.943.351.017.956.270,before 2015,5000.0,sedan
40-64,male,20-29y,university,upper class,58.510.429.705.876,after 2015,10000.0,sedan
65+,female,10-19y,university,upper class,,before 2015,12000.0,sedan
40-64,female,20-29y,high school,upper class,7.256.255.924.328.830,after 2015,5000.0,sedan
40-64,female,0-9y,university,upper class,6.282.435.604.247.020,before 2015,12000.0,sedan
16-25,female,0-9y,none,poverty,2.690.763.552.316.740,before 2015,17000.0,sedan
40-64,female,20-29y,university,upper class,6.421.734.254.406.010,after 2015,10000.0,sedan
26-39,male,10-19y,high school,middle class,3.850.942.673.098.890,before 2015,,sedan
26-39,male,10-19y,high school,working class,4.592.380.021.150.920,before 2015,14000.0,sedan
40-64,male,20-29y,university,upper class,7.124.790.221.331.040,after 2015,9000.0,sedan
40-64,male,20-29y,high school,upper class,8.272.096.023.085.550,before 2015,9000.0,sedan
40-64,female,0-9y,university,upper class,5.885.286.739.426.920,after 2015,10000.0,sedan
26-39,female,10-19y,high school,upper class,41.668.797.577.065.500,after 2015,,sedan
16-25,female,0-9y,none,poverty,3.259.890.202.984.260,before 2015,8000.0,sedan
40-64,male,20-29y,university,upper class,44.037.117.766.112.000,after 2015,9000.0,sedan
16-25,male,0-9y,high school,poverty,526.486.257.961.421,before 2015,14000.0,sedan
65+,male,30y+,university,upper class,5.205.437.211.378.250,before 2015,12000.0,sedan
26-39,male,10-19y,university,upper class,7.232.450.278.094.200,after 2015,12000.0,sedan
65+,male,0-9y,university,upper class,5.918.399.062.712.090,before 2015,12000.0,sedan
65+,male,30y+,high school,upper class,5.320.779.726.945.170,after 2015,10000.0,sedan
40-64,male,20-29y,high school,working class,3.247.438.305.466.970,before 2015,10000.0,sedan
26-39,female,10-19y,high school,poverty,3.070.218.117.621.240,before 2015,9000.0,sedan
40-64,male,20-29y,university,upper class,5.924.263.144.055.670,before 2015,12000.0,sedan
65+,male,30y+,university,upper class,6.885.158.887.359.730,after 2015,12000.0,sedan
40-64,female,20-29y,high school,middle class,6.153.652.606.482.860,after 2015,17000.0,sedan
16-25,female,0-9y,high school,poverty,3.422.389.157.523.670,before 2015,12000.0,sedan
16-25,male,0-9y,none,poverty,24.733.592.196.939.200,before 2015,9000.0,sedan
40-64,female,20-29y,university,upper class,6.218.458.273.374.080,after 2015,15000.0,sedan
40-64,female,20-29y,none,working class,,before 2015,19000.0,sedan
65+,female,10-19y,university,middle class,4.703.998.202.665.650,before 2015,8000.0,sedan
26-39,female,0-9y,none,working class,,before 2015,13000.0,sedan
26-39,male,10-19y,university,upper class,719.918.789.869.379,after 2015,11000.0,sedan
26-39,female,0-9y,none,working class,4.174.677.051.744.710,before 2015,9000.0,sports car
26-39,male,0-9y,high school,working class,,before 2015,,sedan
65+,male,30y+,university,upper class,6.362.682.710.000.090,after 2015,,sedan
26-39,male,10-19y,none,middle class,5.142.590.572.402.140,before 2015,12000.0,sedan
65+,male,30y+,university,upper class,6.361.665.009.084.320,after 2015,14000.0,sedan
16-25,male,0-9y,university,working class,5.423.278.808.698.630,before 2015,14000.0,sedan
16-25,female,0-9y,none,poverty,4.784.936.524.828.950,after 2015,16000.0,sedan
40-64,female,20-29y,high school,upper class,5.491.402.858.463.550,before 2015,,sedan
40-64,male,20-29y,high school,middle class,505.099.201.641.905,before 2015,18000.0,sedan
16-25,female,0-9y,high school,working class,3.705.200.427.462.640,before 2015,13000.0,sedan
40-64,female,20-29y,high school,middle class,4.552.114.357.588.750,after 2015,16000.0,sedan
16-25,female,0-9y,none,working class,530.699.754.687.861,after 2015,12000.0,sedan
26-39,male,10-19y,university,middle class,5.711.046.895.484.530,before 2015,13000.0,sedan
40-64,male,0-9y,university,upper class,60.960.497.937.291,after 2015,15000.0,sedan
16-25,female,0-9y,none,poverty,30.398.558.346.825.600,before 2015,13000.0,sedan
40-64,female,0-9y,high school,upper class,5.999.690.449.995.450,after 2015,13000.0,sedan
65+,male,30y+,university,upper class,7.862.531.651.269.820,before 2015,6000.0,sedan
40-64,female,20-29y,high school,upper class,7.051.793.977.761.080,before 2015,12000.0,sedan
40-64,female,20-29y,university,middle class,5.398.156.137.400.280,before 2015,14000.0,sedan
65+,female,30y+,none,working class,3.256.297.133.184.670,after 2015,11000.0,sedan
40-64,female,0-9y,none,upper class,4.466.752.233.449.090,before 2015,6000.0,sedan
40-64,male,10-19y,high school,poverty,2.447.002.822.554.660,after 2015,13000.0,sedan
40-64,male,10-19y,university,upper class,,before 2015,12000.0,sedan
26-39,female,0-9y,high school,middle class,5.610.299.695.298.050,before 2015,17000.0,sedan
16-25,female,0-9y,none,poverty,357.690.476.762.901,before 2015,17000.0,sedan
16-25,male,0-9y,high school,working class,6.370.300.180.927.040,after 2015,13000.0,sedan
40-64,female,20-29y,university,upper class,612.433.309.524.402,before 2015,10000.0,sedan
65+,female,30y+,university,upper class,6.327.745.320.998.970,after 2015,11000.0,sedan
26-39,male,10-19y,university,middle class,6.834.511.721.264.420,before 2015,15000.0,sedan
65+,female,0-9y,high school,middle class,5.677.020.303.309.730,before 2015,,sedan
26-39,female,10-19y,high school,middle class,6.215.692.547.101.920,before 2015,17000.0,sedan
16-25,male,0-9y,university,upper class,6.161.098.113.990.240,before 2015,14000.0,sedan
16-25,male,0-9y,high school,working class,,after 2015,13000.0,sports car
40-64,female,20-29y,high school,upper class,,after 2015,11000.0,sedan
40-64,female,10-19y,high school,middle class,5.845.874.404.287.050,before 2015,11000.0,sedan
16-25,male,0-9y,university,middle class,5.731.158.598.023.440,before 2015,14000.0,sports car
16-25,male,0-9y,high school,poverty,3.842.040.037.156.090,after 2015,18000.0,sedan
40-64,female,20-29y,university,upper class,5.700.233.971.623.830,after 2015,10000.0,sedan
40-64,female,10-19y,university,upper class,6.182.856.014.269.590,before 2015,10000.0,sedan
40-64,male,20-29y,none,poverty,3.955.280.580.569.700,before 2015,13000.0,sedan
26-39,male,0-9y,high school,working class,28.336.024.327.913.300,before 2015,12000.0,sedan
65+,male,10-19y,high school,upper class,6.145.719.365.822.290,before 2015,14000.0,sedan
26-39,male,10-19y,none,working class,4.723.044.867.799.920,before 2015,14000.0,sedan
16-25,female,0-9y,high school,poverty,4.153.855.425.063.040,before 2015,13000.0,sedan
26-39,male,10-19y,high school,upper class,7.184.397.644.508.580,after 2015,12000.0,sedan
26-39,female,10-19y,high school,middle class,5.513.387.192.212.210,after 2015,13000.0,sedan
65+,female,30y+,university,upper class,,after 2015,,sedan
26-39,female,10-19y,none,poverty,4.342.217.990.572.810,before 2015,12000.0,sedan
16-25,female,0-9y,high school,poverty,4.566.319.871.550.520,before 2015,16000.0,sedan
26-39,female,10-19y,university,upper class,5.769.773.254.537.300,before 2015,14000.0,sedan
26-39,male,10-19y,high school,working class,4.396.116.383.216.470,after 2015,17000.0,sedan
26-39,female,10-19y,university,upper class,5.288.729.799.351.670,before 2015,14000.0,sedan
65+,male,0-9y,none,working class,4.687.555.409.847.490,before 2015,8000.0,sedan
40-64,female,10-19y,high school,upper class,6.671.127.983.410.170,after 2015,10000.0,sedan
16-25,female,0-9y,none,poverty,4.674.100.456.981.460,before 2015,14000.0,sedan
40-64,male,10-19y,high school,upper class,8.196.276.850.171.240,after 2015,13000.0,sedan
26-39,male,10-19y,none,working class,3.745.204.644.095.050,before 2015,14000.0,sedan
65+,male,30y+,high school,upper class,7.340.918.436.647.340,before 2015,12000.0,sedan
16-25,male,0-9y,none,poverty,3.760.961.011.420.070,before 2015,13000.0,sedan
26-39,male,10-19y,university,upper class,4.508.257.531.023.880,after 2015,12000.0,sedan
65+,female,30y+,high school,upper class,6.390.790.425.446.660,before 2015,13000.0,sedan
26-39,male,0-9y,university,working class,38.813.197.986.624.700,after 2015,15000.0,sedan
16-25,female,0-9y,none,poverty,40.910.309.769.315.200,before 2015,18000.0,sedan
65+,female,20-29y,high school,middle class,4.614.475.649.214.910,after 2015,13000.0,sedan
40-64,female,20-29y,high school,middle class,5.732.018.403.359.640,before 2015,,sedan
16-25,female,0-9y,none,poverty,362.858.054.962.891,before 2015,,sedan
26-39,male,10-19y,high school,middle class,5.299.580.050.464.400,before 2015,18000.0,sedan
16-25,female,0-9y,high school,middle class,5.509.754.043.111.910,before 2015,13000.0,sedan
16-25,female,0-9y,high school,working class,5.064.146.081.732.170,before 2015,10000.0,sedan
26-39,male,10-19y,university,working class,4.650.458.561.539.820,before 2015,,sedan
65+,female,30y+,university,upper class,6.493.076.730.253.860,before 2015,8000.0,sedan
26-39,female,10-19y,high school,working class,3.963.181.478.273.680,before 2015,14000.0,sedan
26-39,male,10-19y,high school,upper class,6.579.598.171.546.390,after 2015,11000.0,sedan
16-25,female,0-9y,high school,poverty,3.187.312.451.367.870,before 2015,10000.0,sedan
40-64,male,20-29y,university,upper class,457.278.601.424.131,after 2015,9000.0,sedan
26-39,male,10-19y,high school,upper class,4.786.100.661.720.610,before 2015,13000.0,sedan
26-39,female,0-9y,none,poverty,3.773.706.451.759.000,before 2015,,sedan
40-64,male,0-9y,university,upper class,7.113.338.774.099.590,before 2015,14000.0,sedan
16-25,female,0-9y,high school,working class,4.842.543.803.924.500,before 2015,17000.0,sedan
65+,male,10-19y,high school,upper class,6.202.806.985.864.450,before 2015,11000.0,sedan
16-25,female,0-9y,none,poverty,33.140.798.418.619.600,before 2015,8000.0,sedan
16-25,male,0-9y,high school,middle class,3.197.485.541.699.230,before 2015,9000.0,sedan
65+,female,30y+,high school,upper class,739.856.729.888.181,before 2015,11000.0,sedan
26-39,female,10-19y,university,upper class,6.529.489.130.496.070,after 2015,11000.0,sedan
26-39,male,10-19y,none,poverty,3.651.316.068.151.380,before 2015,16000.0,sedan
16-25,female,0-9y,none,poverty,,before 2015,,sedan
40-64,female,10-19y,high school,upper class,5.127.156.492.589.260,before 2015,7000.0,sedan
26-39,male,10-19y,high school,working class,3.286.328.933.175.810,before 2015,9000.0,sedan
65+,female,0-9y,high school,upper class,7.466.558.621.357.800,after 2015,,sedan
40-64,male,0-9y,university,upper class,5.444.952.975.921.090,after 2015,13000.0,sedan
40-64,male,10-19y,university,upper class,,before 2015,12000.0,sedan
26-39,male,10-19y,high school,middle class,4.552.095.432.864.810,after 2015,15000.0,sedan
26-39,female,0-9y,high school,middle class,4.379.250.670.042.240,after 2015,10000.0,sedan
26-39,female,10-19y,university,upper class,6.935.370.024.635.630,before 2015,7000.0,sports car
16-25,male,0-9y,none,working class,3.997.537.210.680.130,before 2015,13000.0,sports car
26-39,female,10-19y,high school,middle class,42.800.163.325.561.700,before 2015,12000.0,sedan
40-64,male,20-29y,high school,poverty,1.978.523.331.797.120,before 2015,15000.0,sedan
40-64,male,0-9y,university,upper class,6.358.597.471.336.150,after 2015,14000.0,sedan
26-39,female,10-19y,none,poverty,3.944.102.990.052.920,before 2015,13000.0,sedan
40-64,male,20-29y,university,upper class,5.613.073.851.208.900,before 2015,11000.0,sedan
16-25,female,0-9y,high school,middle class,5.301.156.928.395.890,before 2015,12000.0,sedan
16-25,female,0-9y,high school,poverty,32.319.350.027.703.700,before 2015,16000.0,sedan
65+,female,0-9y,high school,upper class,5.664.904.029.172.430,before 2015,11000.0,sports car
26-39,female,0-9y,university,upper class,6.028.387.292.744.810,before 2015,11000.0,sedan
26-39,female,10-19y,university,upper class,6.528.140.260.579.780,after 2015,11000.0,sedan
65+,male,20-29y,university,upper class,5.820.319.285.827.440,before 2015,10000.0,sedan
40-64,female,20-29y,high school,middle class,4.416.212.841.608.310,before 2015,10000.0,sedan
40-64,male,0-9y,none,working class,4.816.090.098.474.040,before 2015,12000.0,sedan
40-64,male,20-29y,high school,upper class,6.878.227.089.063.420,after 2015,,sedan
65+,male,20-29y,university,upper class,6.067.215.769.746.460,before 2015,11000.0,sedan
26-39,male,10-19y,none,poverty,4.626.087.278.813.780,before 2015,11000.0,sedan
16-25,female,0-9y,high school,working class,5.819.435.693.706.930,before 2015,11000.0,sedan
16-25,female,0-9y,high school,poverty,34.472.147.056.419.500,before 2015,13000.0,sedan
65+,male,30y+,university,upper class,4.977.241.201.605.580,after 2015,9000.0,sedan
26-39,male,10-19y,high school,middle class,5.605.659.929.367.510,before 2015,,sedan
26-39,male,10-19y,none,poverty,4.905.512.492.204.380,before 2015,,sedan
40-64,male,20-29y,university,upper class,6.870.212.507.119.460,before 2015,15000.0,sedan
26-39,female,10-19y,university,upper class,5.342.378.134.576.790,after 2015,13000.0,sedan
65+,female,20-29y,university,upper class,7.676.855.180.298.190,before 2015,11000.0,sedan
40-64,female,20-29y,high school,upper class,654.942.816.500.423,after 2015,12000.0,sedan
16-25,male,0-9y,university,middle class,41.480.763.135.074,before 2015,13000.0,sedan
26-39,male,10-19y,high school,upper class,6.238.595.839.166.800,before 2015,9000.0,sedan
40-64,male,0-9y,university,middle class,4.680.292.913.926.390,before 2015,12000.0,sedan
26-39,female,0-9y,university,middle class,5.074.008.408.508.590,before 2015,18000.0,sedan
26-39,male,10-19y,university,working class,3.164.716.661.126.040,before 2015,19000.0,sports car
26-39,female,10-19y,university,working class,4.883.662.031.691.740,before 2015,11000.0,sedan
26-39,male,10-19y,high school,poverty,44.066.406.934.939.600,before 2015,,sedan
26-39,female,10-19y,high school,middle class,5.267.589.722.950.470,before 2015,10000.0,sedan
16-25,female,0-9y,university,working class,4.834.977.826.092.590,before 2015,9000.0,sedan
40-64,female,20-29y,high school,upper class,6.528.006.340.664.870,after 2015,,sedan
65+,female,0-9y,university,upper class,5.499.953.205.668.330,after 2015,10000.0,sedan
26-39,male,10-19y,none,poverty,2.372.563.014.926.550,before 2015,9000.0,sedan
40-64,male,10-19y,high school,upper class,6.744.817.474.906.060,after 2015,11000.0,sedan
26-39,male,10-19y,none,middle class,42.484.407.266.988.300,after 2015,13000.0,sedan
26-39,female,10-19y,university,middle class,4.925.770.222.071.770,after 2015,13000.0,sedan
26-39,female,10-19y,university,poverty,4.865.883.085.074.040,before 2015,14000.0,sedan
26-39,female,0-9y,none,poverty,44.318.542.399.188.200,before 2015,8000.0,sedan
16-25,female,0-9y,none,poverty,,before 2015,17000.0,sports car
26-39,female,10-19y,none,middle class,3.471.405.536.397.860,before 2015,10000.0,sedan
